name,birth_country
Brian Tuey,
Less Than Jake,US
Brenda Lee,
Pennywise,US
Elle Limebear,
SF9,KR
Austin French,
THE BOYZ,KR
Alok,BR
Jamie,KR
Los Hermanos Rosario,DO
Smith & Thell,SE
Kanales,
Alejandra Guzmán,MX
Drake Bell,US
Little May,AU
Tom Jones,
Sody,GB
Not Your Dope,
Justin Caruso,
Tourist,GB
Jr. Walker & The All Stars,US
Rocío Dúrcal,ES
Joe Jonas,US
Marco Antonio Solís,MX
VIXX,KR
Lauren Jauregui,US
Mario Winans,US
Queen,GB
Elton John,GB
Muse,GB
Van Halen,US
Guns N’ Roses,US
Led Zeppelin,GB
Bring Me the Horizon,GB
Neil Young,CA
The Beatles,GB
Metallica,US
Europe,SE
Tame Impala,AU
Billy Squier,US
Pink Floyd,GB
Jónsi,IS
Glass Tiger,CA
El Ten Eleven,US
FireHouse,US
Black Sabbath,GB
Cinderella,US
Oasis,GB
Diego Torres,AR
Ugly Kid Joe,US
Dropkick Murphys,US
The Rolling Stones,GB
Meat Loaf,US
Faster Pussycat,US
Cody Jinks,
Message to Bears,GB
Sting,GB
Bon Jovi,US
Barbra Streisand,US
Phil Collins,GB
The Doors,US
Nick Gilder,CA
Debbie Gibson,US
Polyphia,
U2,IE
Fleetwood Mac,GB
Elvis Presley,US
Quiet Riot,US
AC/DC,AU
James Ingram,US
Mötley Crüe,US
Memphis May Fire,
The Echelon Effect,
Creedence Clearwater Revival,US
Freddie Mercury,GB
Rod Stewart,GB
Air Supply,AU
Chaka Demus & Pliers,JM
Stroke 9,US
Warrant,US
Silverstein,CA
Explosions in the Sky,
Survivor,US
Bee Gees,GB
Imagine Dragons,US
Hammock,US
The Champs,US
Tesla,US
W.A.S.P.,US
The Color Morale,US
Marianas Trench,CA
Reel Big Fish,US
Balmorhea,US
Bruce Springsteen,US
Kix,US
Jack’s Mannequin,US
Greensky Bluegrass,US
Barry Manilow,US
Nando Reis,BR
Helios,US
Asia,GB
U137,
Autograph,US
Lights & Motion,SE
The Crystals,US
Skrizzly Adams,
Jon Pardi,
Los Lobos,US
The Chordettes,US
Rainbow,GB
Fit for a King,US
“Weird Al” Yankovic,US
We Came as Romans,US
? and the Mysterians,US
Red Sun Rising,US
Rush,CA
Like Moths to Flames,US
Goldmund,US
Aerosmith,US
Seal,GB
Dream Theater,
Robbie Dupree,US
Dear and the Headlights,US
Tyrone Wells,US
Glenn Medeiros,US
Safetysuit,US
The Album Leaf,US
Saiko,CL
CHVRCHΞS,GB
Stray Cats,US
This Will Destroy You,US
The New Basement Tapes,
This Patch of Sky,
Little Richard,
Marco Barrientos,US
KC and the Sunshine Band,US
Golden Earring,NL
Def Leppard,GB
KISS,US
Martha Reeves and the Vandellas,US
Jesús Adrián Romero,MX
65daysofstatic,GB
Triumph,CA
Ritchie Valens,US
Hedley,CA
Angels & Airwaves,US
Iron Maiden,GB
Misfits,US
Malo,US
John Mark McMillan,
Toto,US
Slaughter,US
Michael Bolton,US
Foreigner,US
Slash,US
Randy VanWarmer,US
Stevie Nicks,US
Tony Orlando & Dawn,US
Too Close to Touch,
Mägo de Oz,ES
Bette Midler,US
Flogging Molly,US
Alexisonfire,CA
Cartel,US
David Ball,US
The Alan Parsons Project,GB
Something Corporate,US
The Angels,AU
Genesis,GB
BABYMETAL,JP
Last Train,
Steelheart,US
Dire Straits,GB
Andrew Gold,US
Katy McAllister,US
Avalanche City,NZ
Great White,US
Journey,US
Night Ranger,US
Judas Priest,GB
Ramones,US
Pilot,GB
ONE OK ROCK,JP
Heron,GB
Vixen,US
Robert John “Mutt” Lange,GB
Albert Hammond,GB
Suzi Quatro,US
The Stylistics,US
Seas of Years,
Lowercase Noises,
Chubby Checker,
Jaron and the Long Road to Love,US
En Espíritu y En Verdad,MX
Poison,US
Big Head Todd and the Monsters,US
BulletBoys,US
Mike Oldfield,GB
Aldo Nova,CA
Count Five,US
Alice Merton,CA
The Steel Woods,US
Jon Secada,US
Jackyl,US
Scorpions,DE
Benny Mardones,US
Mattia Cupelli,
Andrés Cepeda,CO
L.A. Guns,US
The Interrupters,US
Rancid,
Me First and the Gimme Gimmes,US
Save Ferris,US
Streetlight Manifesto,US
Catch 22,US
NOFX,US
The Suicide Machines,US
Transplants,US
The Aquabats!,US
Cherry Poppin’ Daddies,US
The Vandals,US
Anti‐Flag,US
Voodoo Glow Skulls,US
face to face,US
Lars Frederiksen and the Bastards,US
Teenage Bottlerocket,US
Mustard Plug,US
Authority Zero,US
Rx Bandits,US
The Pietasters,US
Buck‐O‐Nine,US
Stiff Little Fingers,GB
Lagwagon,US
The Planet Smashers,CA
Fishbone,US
The Slackers,US
The Ernies,US
Tim Armstrong,US
The Toasters,US
The Aggrolites,US
Strike Anywhere,US
Strung Out,US
Mad Caddies,US
MxPx,US
Masked Intruder,US
The Selecter,GB
Guttermouth,US
The Forces of Evil,
Fun Boy Three,GB
Screeching Weasel,US
The Littlest Man Band,US
Tunnel Vision,
Suburban Legends,US
The Urge,US
Dance Hall Crashers,US
No Use for a Name,US
Jeffries Fan Club,US
Night Gaunts,
The Living End,AU
Los Caligaris,AR
Swingin’ Utters,
Five Iron Frenzy,US
Left Alone,US
The Style Council,GB
Cock Sparrer,GB
Tijuana No,MX
Los Estrambóticos,MX
The Hippos,US
The Unseen,US
Tsunami Bomb,US
Diesel Boy,US
[spunge],GB
Lord Tanamo,JM
Stranger Cole,JM
Assorted Jelly Beans,US
We Are the Union,
Vic Ruggiero,US
The Arrogant Sons of Bitches,US
Capdown,GB
Stacked Like Pancakes,
The Know How,US
Ska-P,ES
Harry J. All Stars,JM
F-Minus,
Westbound Train,US
U.S. Bombs,US
Bandits of the Acoustic Revolution,US
Joystick,CA
Jaya the Cat,NL
Loss Paranoias,EE
BUMS,DE
Hooray For Our Side,
The Beat,GB
Jesse James,GB
Hepcat,US
Direct Hit!,US
Los de Abajo,
Johnny Pacheco,DO
Random Hand,GB
Kill Lincoln,US
Dwarves,US
No-Ca$h,US
ALL,US
Chase Long Beach,US
Sonic Boom Six,
South Central Skankers,US
The Delirians,
Tim Timebomb,
Bad Manners,GB
Adam and the Ants,GB
Sham 69,GB
MU330,US
The Briggs,US
東京スカパラダイスオーケストラ,JP
Chewing On Tinfoil,IE
Skankin’ Pickle,US
Intoxicados,AR
Mephiskapheles,US
Raskahuele,
Whole Wheat Bread,US
New York Ska-Jazz Ensemble,US
O.C.,US
Divididos,AR
Bersuit Vergarabat,AR
The Potato Pirates,
Special Beat,GB
Salón Victoria,MX
The Business,GB
Kartel Montana,PR
Erre XI,PR
Sixto Rein,
Menor Menor,HN
"Secreto ""El Famoso Biberón""",DO
Donny Caballero,CO
J King & Maximan,PR
Jadiel,PR
Lil Silvio & El Vega,CO
Yaviah,PR
Sammy & Falsetto,PR
Carlitos Rossy,PR
Jordy Jill,CO
Yiordano Ignacio,CL
Ale Mendoza,GT
iZaak,PR
Mackie,PR
Olga Tañón,PR
Messiah,CH
Tecupae,
Jowell,PR
Los 4,
Power Peralta,CL
Vico C,PR
Magnate,PR
Caramelos de Cianuro,VE
Wise,PR
Lucas Arnau,CO
Ezio Oliva,PE
Nikki,NL
Bonka,CO
Neutro Shorty,VE
Cheka,PR
Ronald el Killa,CO
Dvice,PR
Los Bacanos,
SanLuis,VE
Egwa,PR
Jorge Villamizar,CO
Optimus,
Marko,
Oscarcito,
Jowell & Randy,PR
Opi the Hit Machine,PR
Juanka,PR
Ronald Borjas,VE
Rayo Trip,CO
Eleven,US
Buxxi,CO
Dyland & Lenny,PR
Orquesta Salserín,
Corina Smith,VE
Pasabordo,CO
Guoda Gedvilaitė,LT
Pablo Chill-E,CL
N'Klabe,PR
Dynell,PR
Guaco,
Martes 13,
Amarion,PR
La Perfecta,
Jonathan Moly,VE
Nicolás Mayorca,CO
Los Cadillac's,VE
Gigolo,
Ilegales,ES
Alejandro González,CO
Jamsha,PR
Jaycob Duque,CO
Forest,RU
Gaviria,CO
Speedy,PR
Joniel El Lethal,PR
D-Enyel,
JQ the #1 Contender,PR
Servando y Florentino,VE
Alberto Stylee,PR
Osquel,
L'Omy,CO
Don Chezina,US
Lyan,PR
N'Samble,PE
Jerau,CO
Omar Koonze,VE
DJ Playero,PR
Jadiel,PR
Musicólogo & Menes,PR
Víctor Muñoz,VE
Calle Ciega,VE
Gustavo Elis,VE
Papi Wilo,
JEREMIAS,
Guelo Star,PR
Magnate & Valentino,PR
Amaro,PR
Grupo Treo,
Divino,PR
Gusi,CO
Fran C.,
SOUR,JP
,
Wibal El Bióniko,PR
Luis Silva,VE
Pedro Suárez-Vértiz,PE
Donny Caballero,CO
Zaperoko,PR
Jeloz,
Genio & Baby Johnny,PR
Orquesta Tentacion,
Aran One,VE
Andy Boy,PR
Maximus Wel,PR
Max Pizzolante,
Simón Díaz,VE
Mackie,PR
Cangri,
Eloy,DE
Altafulla,
Jorge Villamizar,CO
Josimar y su Yambú,PE
Caibo,VE
Marvel,
Artista Rosario,PR
Rubiel International,PR
Roberto Arrieta,AR
Elías Díaz,
Gusi & Beto,CO
Maracaibo 15,
Mauricio & Palodeagua,CO
Omar Acedo,VE
DJ Towa,PE
,
DJ Méndez,CL
Combinación de La Habana,CU
Jorge Luis Chacín,VE
Nosequien y Los Nosecuantos,PE
Carlitos Junior's,
El Sica,PR
Baby Ranks,PR
Filarmonick,US
Servando,VE
Víctor Drija,VE
,
Tony Lenta,PR
Imaginario,
Gianluca,
Clandestino & Yailemm,PR
Anna Carina,PE
"Kale ""La Evolución""",PE
Hany Kauam,VE
Juan Miguel,
Randy Nota Loca,PR
You Salsa,PE
IZ*ONE,KR
Gino Mella,
Jack Wins,
Tali,NZ
Charanga Habanera,
David Calzado y La Charanga Habanera,CU
"Galante ""El Emperador""",PR
Lito & Polaco,PR
Blue Mary,
Xavi The Destroyer,PR
Xel,
Bonny Lovy,
Dynell,PR
Perreke,PR
Amén,PE
Rumbavana,
El Calle Latina,CL
Karibe,
Rocko y Fara-On,DO
Jacques Hélian,FR
Croni-K,CL
The Raes,CA
"Beltito ""Está en el Beat""",PR
,
Orquesta Internacional Polio,
Gran Coquivacoa,
,
Roque Valero,VE
Vitico,AR
Lexi,
Tambor Urbano,
Cochinola,PR
Sonny & Vaech,CO
Schuster,
Barón Rojo,ES
Nicole,DE
Lirical Omen HP,
Hey,PL
We The Lion,PE
D.OZi,PR
El Potro Álvarez,VE
Endo,US
Riko,GB
Jandy Feliz,DO
Mr. Black,CO
Reggi El Auténtico,VE
Los Pelaos,CO
Mangu,US
Novel,US
XDM,
Young Izak,PR
El Joey,PR
Andino,PR
Orbita,
MC Ceja,PR
,
Joha,PR
Erick Gallun,
,
Lazo,
Mario Hart,PE
Willie Nelson,US
Voz Veis,VE
Mojito Lite,CO
,
Towy,
Pedro Fernández,MX
Eyci and Cody,CL
Carnal,PL
Diveana,
Juno the Hitmaker,PR
Killatonez,PR
DJ Luigi,
C4,US
ShelO,
Cardenales del Éxito,
Barbero,PA
"Nova ""La Amenaza""",PR
White Noise & D-Anel,PR
BB Bronx,US
Bigal & L Jake,CO
Gustavo & Rein,VE
Os Merengues,AO
Bryan Adams,CA
Neftali Benavides,
Pacho y Cirilo,PR
Larco,
Nova Nova,
Omar Enrique,VE
Banda Choke,CO
Elio Mafiaboy,PR
Gangster,
Marielle Hazlo,DO
Chriss,
Josue Diaz,US
Mati Drugs,
Jessi León,AR
Pancho y Castel,PR
Jayma & Dalex,
Reggaeton Clika,
Arka,
Markus Emanuel Zaja,DE
Genio El Mutante,PR
Endo y Lele,PR
Buxxi,CO
,
Julian Elorduy,
Leonardo Palacios,
Noya,
Kario & Yaret,PR
R.I.P. Productions,GB
Mayra Mayra,PR
Antonio Cortés Barullo,ES
Exel,
,
Gabriele Parisi,
Daniel Huen,
Chocolate Blanco,
Piva,GT
Don Latino,
Hoja,
Mickey Love,
Tony Brouzee,VE
Lil Silvio,CO
Renny,
Marvin,
Dash,ES
Koffee El Kafetero,CO
Nico El Baby,
Septicopyemia,
Ian the Young Rich Boy,PR
Alex Kyza,US
,
Jetson El Super,PR
Roze,
Perigeo,IT
Syko,PR
Yan el Diverso,PR
,
Los3saltos,
Rupert Holmes,US
Twisted Sister,US
Extreme,US
Norman Greenbaum,US
Joan Jett and the Blackhearts,US
The Darkness,GB
Skid Row,US
Carlo Domeniconi,IT
Ole Bull,NO
Fates Warning,US
Альфред Гарриевич Шнитке,SU
Ned Rorem,US
Николай Яковлевич Мясковский,RU
Luke Westaway,
Power Quest,GB
Nahar,FR
Bo Burnham,US
Demetri Martin,US
Sarah Silverman,US
Mike Birbiglia,US
Bill Burr,
Kevin Hart,US
Daniel Tosh,US
Jim Gaffigan,US
Mitch Hedberg,US
John Mulaney,US
Brian Regan,US
Jim Norton,US
Joe Rogan,US
Brian Posehn,US
Christian Finnegan,US
Patton Oswalt,US
Wyatt Cenac,US
Dane Cook,US
Steven Wright,US
Robin Williams,US
Eugene Mirman,US
Hannibal Buress,US
Todd Barry,US
Pete Holmes,US
John Pinette,US
Nick Swardson,
Anthony Jeselnik,US
Adam Sandler,US
Rory Scovel,
Pablo Francisco,US
Aziz Ansari,US
Kyle Kinane,
Todd Glass,US
Gabriel Iglesias,
David Cross,US
Marc Maron,
Dana Gould,US
Monty Python,GB
Tom Segura,
Matt Kirshen,
Larry the Cable Guy,US
Shane Mauss,
Steve Hofstetter,US
Lewis Black,US
Chris Rock,
Ralphie May,US
George Lopez,US
Big Jay Oakerson,
Maria Bamford,US
Tig Notaro,US
Whitney Cummings,US
Steve Martin,US
Louis C.K.,US
Ron White,US
Denis Leary,US
Natasha Leggero,US
Amy Schumer,US
Chad Daniels,
Christopher Titus,US
Doug Benson,US
Jeff Foxworthy,US
Martin Lawrence,US
Myq Kaplan,US
Stephen Lynch,US
Dave Attell,US
Eddie Izzard,GB
Katt Williams,US
Artie Lange,
Russell Peters,CA
T.J. Miller,US
Matt Braunger,US
Jesse Joyce,
Gary Gulman,
Dov Davidoff,US
Jeffrey Ross,
Kathy Griffin,US
George Carlin,US
Darryl Lenox,US
Bob Marley,US
Steve Harvey,
Bill Engvall,US
Kurt Metzger,
Dan Cummins,
Adam Ferrara,
The Toilet Bowl Cleaners,US
Anjelah Johnson,
Cheech & Chong,US
Craig Ferguson,
Ellen DeGeneres,US
Don Rickles,US
Jon Ryman,
Jim Jefferies,AU
Rachel Feinstein,US
Donald Glover,US
D.L. Hughley,US
Jeff Dunham,US
Ryan Stout,
Kathleen Madigan,US
Louis Katz,US
John Caparulo,US
Tommy Johnagin,US
Dennis Miller,US
Kumail Nanjiani,
Iliza Shlesinger,
Lisa Lampanelli,
Richard Pryor,US
Norm MacDonald,CA
James Maddock,
Margaret Cho,
Tom Papa,US
Greg Giraldo,US
Eddie Murphy,US
Henry Cho,
Johnny Mandel,
Franco Escamilla,
Patrice O'Neal,US
"Andrew ""Dice"" Clay",US
Sandee Sugay Garcia,PH
Bobcat Goldthwait,US
Carlos Mencia,US
Polo Polo,MX
Paula Poundstone,US
Brad Williams,
Greg Behrendt,
Eddie Griffin,US
Julia Sweeney,US
Doug Stanhope,US
Chris Hardwick,US
John Waite,GB
Billy Connolly,GB
Nicole Norelli,
Sinbad,
Bill Hicks,US
Nick Di Paolo,US
The Jerky Boys,US
Michael Ian Black,US
Ben Bailey,GB
Hendrickson,
Mike Baldwin,GB
Laurent Leroi,FR
Joe List,
Max Bygraves,GB
Frank Caliendo,US
Jim Breuer,
Joe Derosa,
Sam Cooke,US
Nick Thune,US
Felipe Esparza,
Al Madrigal,US
Aaron Karo,US
Moshe Kasher,
Alonzo Bodden,US
Gilbert Gottfried,US
Jerry Seinfeld,US
John Heffron,
Sam Kinison,US
Rodney Dangerfield,US
Paul Mooney,US
Caroline Rhea,US
Tim Wilson,US
Erikka Rodrigues,BR
Nick Griffin,
Stanley Holloway,GB
Chas,
Jon Reep,US
The Who,GB
Jorge Saldaña,MX
Becky Becky,GB
David Spade,US
Animal Lover,
Nice Man,
Tammy,IL
Paul F. Tompkins,US
Kyle Cease,US
Steve Byrne,US
Emily Heller,
Greg Warren,US
Tom Cotter,
Don Sickler,US
Hasan,BG
Lowell,CA
El Poeta Muerto,
Redd Foxx,US
Jon Stewart,US
Ritchie,BR
Zach Galifianakis,US
Landry,
Ryan Tews,AU
Victoria Wood,GB
Josh Blue,
Bret,
Robert Schimmel,US
Morecambe & Wise,GB
El Club de la Comedia,
Jay Mohr,US
David Rawlings,US
Bob Newhart,US
Ivor Biggun,GB
Mitch Fatel,US
Lenny Bruce,US
Robert Kelly,US
Orny Adams,US
Over and Over,
Dave Stone,US
Chas & Dave,GB
Harland Williams,CA
Kevin Nealon,US
Josh Sneed,US
Joe Zimmerman,US
El Arrebato,ES
Jo Jo's,
Jack Whitehall,GB
The Beards,AU
Peter Sellers,GB
Leopoldo,
Frankie Boyle,GB
Salem,IL
Andy Woodhull,US
Jim Florentine,US
Greg Proops,
Felicia Michaels,
Craig Shoemaker,
Mike DeStefano,US
Hevia,ES
Sarah Millican,GB
Jackie Kashian,US
Glenn Wool,
Eddie Taylor,US
Snot Patties,
Roberto Flores,AR
Arj Barker,US
Jimmy Dore,
Celis,
Charlie Drake,GB
Baron Vaughn,US
Juan Carlos,
El,
George Formby,GB
Benny Hill,GB
La Bala Fria,ES
Collin Moulton,
Juan Jose Covarrubias,
Bernard Cribbins,GB
Ricardo Pérez Monfort,
Ryan Singer,
Dan Telfer,
DyE,FR
Eric Idle,GB
Dan Levy,
Dara Ó Briain,IE
Stewart Francis,
MYR,
Richard Jeni,US
The Sklar Brothers,US
D.A.R.,
Héctor García,
Mónica,
Marc Alberstadt,
Jenna Huntsberger,
Caro,US
Jamie Kilstein,
The Benny Goodman Sextet,
Oli Silk,GB
Nola Grey,
Jazzotron,
Freddie Fox,US
Nicola Conte,IT
Roberto Roena y su Apollo Sound,US
Dela,CA
Incognito,GB
The Dining Rooms,IT
Denis Solee,
Caravan Gypsy Swing Ensemble,
Thelonious Monk Quartet,
Chaos in the CBD,
Nils Landgren Funk Unit,
Chucho Valdés,CU
Larry Grenadier,US
Swarvy,
DJ Cam,FR
Marvin Santiago,PR
[dialogue],
Nekta,
Dirty Honkers,DE
Ninine Garcia,
Orlando “Cachaíto” López,CU
Sonny Criss,US
Bobbi Humphrey,US
Ellis Marsalis,US
De-Phazz,DE
Tigran Hamasyan,AM
Larry Young,US
Jazz Cafe,
Holly Cole,CA
Kamaal Williams,GB
John Patton,US
Fred Hersch,US
Joe Sample,US
Tal Farlow,US
Rafael Anton Irisarri,US
Villain Park,
Gabin,IT
Manu Katché,FR
Lena Horne,US
Richard Elliott,
Adam Bałdych,PL
TRI4TH,JP
Kid Koala,
Soen,
Ismael Rivera,PR
Tina Brooks,US
Henri Texier,FR
Fredrika Stahl,SE
Béla Fleck and the Flecktones,US
Mecca:83,
Marc Copland,US
Sola Rosa,NZ
Arch Echo,
Larry Harlow,US
Candy Dulfer,NL
Larry Coryell,US
Ragan Whiteside,
Shilts,
The Bahama Soul Club,
Angelo Debarre,FR
Delfeayo Marsalis,US
Biel Ballester Trio,
Cindy Bradley,US
Deaf Center,NO
Colin Stetson,
Deep Dive Corp.,
Lennie Tristano,US
Billy Eckstine,US
The Brand New Heavies,GB
Yaron Herman Trio,
Skalpel,PL
AlgoRythmiK,FR
Chris Joss,FR
S-Tone Inc.,IT
Mike Garson,US
Gordon Goodwin’s Big Phat Band,US
Villa Black,
Gary Bartz,US
Snares,
Jimmy Rosenberg,NL
Oko Ebombo,
The Faceless,US
Tommy Olivencia,PR
Joey DeFrancesco,US
Quintette du Hot Club de France,FR
Karmawin,
Tito Gómez,PR
Native Construct,
Fania All-Stars,US
Bobby Timmons,US
Wayman Tisdale,US
Jazz Liberatorz,FR
Gene Harris & The Three Sounds,US
The Filthy Six,
Have a Nice Life,US
Floating Points,GB
Archie Shepp,US
Tony Allen,NG
$olal,FR
Nathan East,US
Special EFX,
Ellen Doty,CA
Nils,US
Erroll Garner,US
Shirley Horn,US
Julian Argüelles,GB
Joe Cuba,
Sound Nomaden,
Justo Betancourt,CU
Marcus Anderson,US
Analogik,DK
Typical Cats,US
IAMPAUL,
Bembeya Jazz National,GN
Rodney Hunter,AT
Roberto Musci,IT
Helen Merrill,US
Mezzoforte,IS
Emma-Jean Thackray,
,
Arthur Verocai,BR
Sid Phillips,GB
Bob Reynolds,
Biréli Lagrène,FR
Dianne Reeves,US
Jaared,
Arthur Lyman,US
Pedro Conga,
Balla et ses Balladins,GN
The Cannonball Adderley Quintet,US
Llorca,
Cantoma,GB
Michał Urbaniak,PL
Darren Rahn,
Tarika Blue,US
Jimmy Greene,US
Moomin,
Kandace Springs,US
Chad Lawson Trio,
The Blackbyrds,US
Karl Denson,US
Marc Ribot,US
Hiromi,JP
Norman Connors,US
Benny Berigan,DK
New York Philharmonic,US
Club des Belugas,DE
The Lebron Brothers,PR
Human Bell,
Tony Williams,US
Cris Delanno,BR
Mickey Cho,US
Pete La Roca,US
Tahta Menezes,
Gilad Hekselman,IL
Ardhito Pramono,
Necrophagist,DE
Brandon Coleman,US
Jacques Loussier Trio,FR
Karriem Riggins,US
Jonas Knutsson,SE
Change,IT
Asha Puthli,IN
Cyrille Aimée,FR
Leon Redbone,US
Astrud Gilberto,BR
Gretchen Parlato,US
Vira Talisa,ID
William Basinski,US
Sarah Davachi,US
Trombone Shorty,US
Bohren & der Club of Gore,DE
Tribal Tech,US
SoulChef,NZ
Bobby Valentín,PR
The Unspoken Heard,US
Basia,US
Lionel Loueke,BJ
The Algorithm,FR
Kurt Rosenwinkel,US
Potatohead People,CA
Cloudkicker,US
Nate Harasim,
Rachelle Spring,
Preservation Hall Jazz Band,US
Glenn Astro,
2ND,
SOIL&“PIMP”SESSIONS,JP
Slackwax,
Stephane Wrembel,
Pat Coil,US
Godspeed You! Black Emperor,CA
Roy Eldridge,US
Deluxe,ES
Hiroshima,US
Bebo Valdés,CU
Don Cherry,US
Tal Wilkenfeld,AU
Braxton Brothers,
Giovanni Guidi,IT
Vince Guaraldi,US
Down to the Bone,
King Oliver,
Harvey Sutherland,AU
Kneebody,US
Ed Thigpen,US
Molly Johnson,CA
Vincent Ingala,US
Nils Petter Molvær,NO
Session Victim,DE
Counter-World Experience,
Gato Barbieri,AR
Jack Teagarden,US
Bill Dixon,US
Souleance,
Raphaël Faÿs,FR
The Lounge Lizards,US
Juliana Aquino,
Hoagy Carmichael,US
Ash Walker,
Thomas Giles,
Edward Simon,VE
Cassandra Wilson,US
DJ Vadim,
Swing De Gitanes,
Rachelle Ferrell,US
Abbey Lincoln,US
Regina Carter,US
Ismael Miranda,PR
Lynne Arriale Trio,US
Cecilia Dale,
The Brecker Brothers,US
Casiopea,JP
Kinobe,GB
Florin Niculescu,FR
Una Mas Trio,
Phyllis Hyman,US
Supreme Beings of Leisure,US
Gus Viseur,BE
Compay Segundo,CU
Ronnie Laws,US
Lollo Meier,
Sonny Clark Trio,US
Charlie Parker Quartet,
Arturo Sandoval,CU
DJ Harrison,US
Submotion Orchestra,GB
Art Porter,US
Stephen Kummer,
Suff Daddy,DE
Arne Domnérus,SE
Dimie Cat,FR
Turtle Island String Quartet,US
Louis Armstrong and His Hot Five,US
James Vargas,
The Rosenberg Trio,NL
fox capture plan,JP
Joscho Stephan,DE
Jehro,FR
Carmen McRae,US
UNCHAIN,JP
Wadada Leo Smith,US
The Devin Townsend Band,CA
Les Pommes de ma Douche,FR
Mop Mop,IT
Cory Henry,
SwamiMillion,
Jan Roth,DE
Lee Wiley,US
高中正義,JP
Jacob Karlzon,SE
Dinner,
Ulver,NO
McCoy Tyner Trio,US
Little Beaver,
Shaolin Afronauts,AU
Robohands,
The Black Market Trust,US
Peace Orchestra,AT
Everette Harp,US
Joe McBride,
Teresa María Gómez,US
George Lewis,US
Anomaly,
Montefiori Cocktail,IT
Aaron Parks,US
Jean‐Luc Ponty,FR
Bobby Lyle,US
George White Group,
Barricada,ES
ግርማ በየነ,US
Carlos Henriquez,
Randy Scott,
Kaidi Tatham,GB
Connie Kay,US
Yorgui Loeffler,FR
Blue Six,US
Jazzamor,DE
Ralph Alessi,US
Alice Russell,GB
John Scofield Band,
Darryl Williams,
Specifics,CA
Pat Martino,US
Loose Ends,GB
Les McCann,US
Art Feynman,
Los Angeles Jazz Ensemble,
Hot Club de Norvège,NO
SikTh,GB
Tadd Dameron,US
Teeth of the Sea,
B.T. Express,US
Orquesta Tabaco y Ron,
Metropolitan Jazz Affair,
Nite Flyte,
Akua Naru,DE
Headnodic,CA
,
Robi Botos,
Chieli Minucci,US
Bajka,
Pamela Williams,US
6u5,
Ralph Myerz and the Jack Herren Band,NO
Nat Adderley,US
Annette Hanshaw,US
Helen Kane,US
Mike Dillon,US
Micatone,DE
Gwen McCrae,US
Hilton Ruiz,US
Louie Ramírez,US
Alexander von Schlippenbach,DE
Stéphane Grappelli,FR
Urban Knights,US
Jessy J,
Buttering Trio,
Kalabrese,
Kev Brown,US
David Garfield,US
Yellowjackets,US
Georgia Anne Muldrow,US
The 49ers,US
Machinefabriek,NL
Eddie Harris,US
Glenn Fredly,ID
Rotary Connection,US
Tulus,NO
Toco,
Maceo Parker,US
Paté de Fuá,MX
Ben Selvin and His Orchestra,US
Marquis Hill,US
VOLA,DK
Car Bomb,US
Ben Tankard,US
Camel,GB
Russell Gunn,US
The U.S. Air Force Airmen of Note,
Barbara Eden,US
All That Jazz,JP
Blundetto,FR
Steve Tibbetts,US
Archspire,
Arturo O'Farrill,US
Della Reese,US
Revocation,US
Tomasz Stańko Quartet,
Ismael Rivera y Sus Cachimbos,PR
Vijay Iyer,US
Booker Ervin,US
Paulus Schäfer,
Conjunto Beny Moré,
Poncho Sanchez,US
Yonderboi,HU
Jeri Southern,US
Havana,GB
Pete Escovedo,US
Pat Metheny Trio,US
Gétatchèw Mèkurya,ET
Albert Ayler,US
Leon Ware,US
The Quantic Soul Orchestra,GB
Pete Rodríguez,PR
Stéphane Grappelli,FR
Al Hirt,US
Mondo Gascaro,ID
Gowe,
Amazonics,
Patty Ascher,US
Time Machine,IT
Luca Lento,IT
Dee Brown,
A Forest Mighty Black,DE
JuJu Rogers,DE
Jacqui Naylor,US
Pomegranate Tiger,CA
Kim Pensyl,US
Brian Bennett,GB
Tenderlonious,
Ari Hoenig,US
Michelle Simonal,
jizue,JP
Camayenne Sofa,
Caravan Gypsy Swing Ensemble,
Ricardo Ray,US
Charlie Byrd,US
Peter Appleyard,CA
Gene Austin,US
Shubh Saran,
Bruce Lamont,US
Can 7,
Mother Earth,GB
Variety Lab,FR
Miles Davis Quartet,
DJ Ezasscul,
Torcuato Mariano,BR
Eddie Silverton,PL
Blake Aaron,
Lonnie Liston Smith,US
Nik Bärtsch,CH
Groove Collective,US
Walter Wanderley,BR
Nuyorican Soul,US
Steeve Laffont,FR
松浦俊夫グループ,
Alan Pasqua,US
Candiria,US
Biboulakis,
Yura Yunita,ID
Dexter Story,
The Hot Club of San Francisco,
Hector Plimmer,GB
Romane,FR
Lars Gullin,SE
Pawcut,DE
Sierra Maestra,CU
DJ Disse,DK
Matt Marshak,
Irakere,CU
"Phineas Newborn, Jr.",US
Duane Andrews,CA
Adrien Moignard,
Fabiano do Nascimento,
Terje Rypdal,NO
Avishai Cohen,IL
goldenninjah,
Shabaka and The Ancestors,GB
Troy Roberts,
Malakoff Kowalski,
Arve Henriksen,NO
Dyzzi,
Dinner,
Swans,US
Lone Catalysts,US
BWB,US
Jeff Steinberg Ensemble,
Elan Trotman,
Wawau Adler,DE
Free the Robots,US
Funkee Boy,
T‐SQUARE,JP
Poppy Ajudha,
Cano Estremera,PR
David Torn,US
The Manhattan Transfer,US
Charlie Parker Quintet,US
