,name,birth_country
10539,Carlos Henriquez,
10540,Randy Scott,
10541,Kaidi Tatham,GB
10542,Connie Kay,US
10543,Yorgui Loeffler,FR
10544,Blue Six,US
10545,Jazzamor,DE
10546,Ralph Alessi,US
10547,Alice Russell,GB
10548,Darryl Williams,
10549,Specifics,CA
10550,Pat Martino,US
10551,Loose Ends,GB
10552,Les McCann,US
10553,Art Feynman,
10554,SikTh,GB
10555,Tadd Dameron,US
10556,B.T. Express,US
10557,Metropolitan Jazz Affair,
10558,Nite Flyte,
10559,Akua Naru,DE
10560,Headnodic,CA
10561,Robi Botos,
10562,Bajka,
10563,Pamela Williams,US
10564,6u5,
10565,Nat Adderley,US
10566,Annette Hanshaw,US
10567,Helen Kane,US
10568,Mike Dillon,US
10569,Micatone,DE
10570,Gwen McCrae,US
10571,Hilton Ruiz,US
10572,Alexander von Schlippenbach,DE
10573,Stéphane Grappelli,FR
10574,Stéphane Grappelli,FR
10575,Urban Knights,US
10576,Jessy J,
10577,Buttering Trio,
10578,Kalabrese,
10579,Kev Brown,US
10580,David Garfield,US
10581,Yellowjackets,US
10582,Georgia Anne Muldrow,US
10583,The 49ers,US
10584,Machinefabriek,NL
10585,Eddie Harris,US
10586,Glenn Fredly,ID
10587,Rotary Connection,US
10588,Tulus,NO
10589,Toco,
10590,Maceo Parker,US
10591,Paté de Fuá,MX
10592,Ben Selvin and His Orchestra,US
10593,Marquis Hill,US
10594,VOLA,DK
10595,Car Bomb,US
10596,Ben Tankard,US
10597,Camel,GB
10598,Russell Gunn,US
10599,All That Jazz,JP
10600,Blundetto,FR
10601,Steve Tibbetts,US
10602,Archspire,
10603,Arturo O'Farrill,US
10604,Della Reese,US
10605,Revocation,US
10606,Vijay Iyer,US
10607,Booker Ervin,US
10608,Paulus Schäfer,
10609,Poncho Sanchez,US
10610,Yonderboi,HU
10611,Jeri Southern,US
10612,Pete Escovedo,US
10613,Pat Metheny Trio,US
10614,Albert Ayler,US
10615,Leon Ware,US
10616,The Quantic Soul Orchestra,GB
10617,Al Hirt,US
10618,Mondo Gascaro,ID
10619,Gowe,
10620,Amazonics,
10621,Patty Ascher,US
10622,Time Machine,IT
10623,Luca Lento,IT
10624,Dee Brown,
10625,A Forest Mighty Black,DE
10626,Jacqui Naylor,US
10627,Pomegranate Tiger,CA
10628,Kim Pensyl,US
10629,Brian Bennett,GB
10630,Tenderlonious,
10631,Ari Hoenig,US
10632,Michelle Simonal,
10633,jizue,JP
10634,Camayenne Sofa,
10635,Caravan Gypsy Swing Ensemble,
10636,Caravan Gypsy Swing Ensemble,
10637,Ricardo Ray,US
10638,Charlie Byrd,US
10639,Peter Appleyard,CA
10640,Gene Austin,US
10641,Shubh Saran,
10642,Bruce Lamont,US
10643,Can 7,
10644,Mother Earth,GB
10645,Variety Lab,FR
10646,Miles Davis Quartet,
10647,DJ Ezasscul,
10648,Torcuato Mariano,BR
10649,Eddie Silverton,PL
10650,Blake Aaron,
10651,Lonnie Liston Smith,US
10652,Nik Bärtsch,CH
10653,Groove Collective,US
10654,Walter Wanderley,BR
10655,Nuyorican Soul,US
10656,Steeve Laffont,FR
10657,Alan Pasqua,US
10658,Candiria,US
10659,Biboulakis,
10660,Yura Yunita,ID
10661,Dexter Story,
10662,Hector Plimmer,GB
10663,Romane,FR
10664,Lars Gullin,SE
10665,Pawcut,DE
10666,Sierra Maestra,CU
10667,DJ Disse,DK
10668,Matt Marshak,
10669,Irakere,CU
10670,Duane Andrews,CA
10671,Adrien Moignard,
10672,Terje Rypdal,NO
10673,Avishai Cohen,IL
10674,Troy Roberts,
10675,Malakoff Kowalski,
10676,Arve Henriksen,NO
10677,Swans,US
10678,Lone Catalysts,US
10679,BWB,US
10680,Wawau Adler,DE
10681,Funkee Boy,
10682,Poppy Ajudha,
10683,Cano Estremera,PR
10684,David Torn,US
10685,The Manhattan Transfer,US
10686,Charlie Parker Quintet,US
10687,Four80East,CA
10688,Soundscape UK,
10689,Jimmie Lunceford,US
10690,Azymuth,BR
10691,Jeff Parker,US
10692,Earth,
10693,The Boswell Sisters,US
10694,Brass Construction,US
10695,Wu-Lu,
10696,Zara McFarlane,GB
10697,Akalé Wubé,FR
10698,Terje Lie,
10699,Issac Delgado,CU
10700,Doctor Rockit,GB
10701,Lisa Bassenge,DE
10702,Dexter Wansel,US
10703,David Lynch,US
10704,Russ Freeman,US
10705,Joe Cuba Sextet,US
10706,Susan Wong,HK
10707,Betty Carter,US
10708,Papik,
10709,Hubert Laws,US
10710,3-11 Porter,NO
10711,The Charleston Chasers,US
10712,Giovanni Mirabassi,IT
10713,Rolando Laserie,CU
10714,Blue Mitchell,US
10715,Count Bass D,US
10716,Kutiman,IL
10717,Collective Efforts,
10718,Kool&Klean,
10719,Nicholas Cole,
10720,Albita,CU
10721,La Sonora Matancera,CU
10722,Brian Tarquin,US
10723,Eric Essix,US
10724,Smoove & Turrell,GB
10725,Richard Skelton,GB
10726,Natural Self,GB
10727,J.J. Johnson,US
10728,Stéphane Pompougnac,FR
10729,Murcof,MX
10730,Strange Fruit Project,US
10731,Phazz,
10732,Wolfgang Muthspiel,AT
10733,Max Graef,
10734,Julian Vaughn,
10735,Ashley Henry,
10736,Bob Curnow's L.A. Big Band,US
10737,Makiko Hirabayashi,JP
10738,Malynda Hale,
10739,Fapy Lafertin Quintet,BE
10740,Streetwize,
10741,iZem,
10742,Organized Konfusion,US
10743,Lars Danielsson,SE
10744,Jeanette Harris,US
10745,Limbo Experience,FR
10746,Ill Considered,
10747,Tromboranga,
10748,Segilola,
10749,Melanie De Biasio,BE
10750,Dana Lauren,
10751,Ashford & Simpson,US
10752,Barrio Jazz Gang,
10753,Stetsasonic,US
10754,Count Basic,AT
10755,Ryan Porter,US
10756,Dixie Dregs,US
10757,Nels Cline,US
10758,Brand X,GB
10759,Doc Powell,US
10760,The Globetroddas,
10761,Thes One,US
10762,Shakti,
10763,Sunny Day Service,JP
10764,Claude Nougaro,FR
10765,Lin Rountree,US
10766,Jazzanova,DE
10767,DJ Food,GB
10768,La Maxima 79,
10769,Roller Trio,GB
10770,Louie Austen,AT
10771,Terry Callier,US
10772,Ne Obliviscaris,AU
10773,Donald Fagen,US
10774,Alfonzo Blackwell,US
10775,Mike Stern,US
10776,Marcell,ID
10777,Bruce Katz Band,
10778,John Robinson,US
10779,Elan Trotman,
10780,Elan Trotman,
10781,Koen De Bruyne,BE
10782,Maisha,GB
10783,Emanon,US
10784,Les Hommes,
10785,Domingo Quiñones,US
10786,EABS,
10787,Sara Valenzuela,MX
10788,Freedom Dub,
10789,Vektor,US
10790,Clap! Clap!,IT
10791,Wes Montgomery Trio,US
10792,Julian & Roman Wasserfuhr,
10793,Nuwamba,US
10794,Charles Brown,US
10795,Mario Biondi,IT
10796,Muggsy Spanier,US
10797,John Klemmer,US
10798,Erik Truffaz,FR
10799,Maxine Sullivan,US
10800,Jimmy McGriff,US
10801,Wax Poetic,US
10802,Mo Kolours,GB
10803,Loren Allred,US
10804,Jason Weaver,US
10805,Kristen Bell,US
10806,Samuel E. Wright,US
10807,Roger Bart,US
10808,Carmen Twillie,US
10809,Nathan Lane,US
10810,Dan Stevens,GB
10811,Richard White,US
10812,Bruce Adler,US
10813,Josh Gad,US
10814,Phil Harris,US
10815,Cheryl Freeman,
10816,Brad Kane,US
10817,Pat Carroll,US
10818,Emma Watson,GB
10819,Jeremy Irons,GB
10820,Donna Murphy,
10821,Adam Mitchell,CA
10822,Julie Andrews,GB
10823,Keith David,US
10824,The Bellas,
10825,Nikki Blonsky,US
10826,Heidi Mollenhauer,US
10827,Ilene Woods,US
10828,Nicole Kidman,AU
10829,Charmian Carr,US
10830,David Tomlinson,GB
10831,Danny DeVito,US
10832,Jim Cummings,US
10833,Voctave,US
10834,James Baskett,US
10835,Mary Costa,US
10836,Scatman Crothers,US
10837,Cliff Edwards,US
10838,Tony Jay,GB
10839,George Givot,
10840,Mandy Gonzalez,
10841,Adriana Caselotti,US
10842,David Ogden Stiers,US
10843,Roz Ryan,US
10844,Jim Carmichael,
10845,The Mellomen,US
10846,Jesse Corti,
10847,Verna Felton,US
10848,Adam Jacobs,
10849,Linda Hunt,
10850,Shannon Saunders,GB
10851,The Mouseketeers,
10852,Bobby Driscoll,US
10853,Disney Studio Chorus,US
10854,Disney Studio Chorus,US
10855,Karen Dotrice,US
10856,Sterling Holloway,US
10857,Betty Noyes,
10858,Bruce Healey,
10859,Irwin Kostal,US
10860,Pearl Bailey,US
10861,Charlton Heston,US
10862,Terrence Mann,US
10863,Dickie Jones,US
10864,Paul Kandel,US
10865,The Jud Conlon Chorus,
10866,Kathryn Beaumont,GB
10867,Joe York,
10868,Randy Crenshaw,US
10869,Charles Kimbrough,US
10870,Donald Novis,
10871,Leigh Harline,US
10872,Bill Farmer,US
10873,Nancy Adams,US
10874,Mel Gibson,US
10875,Terry Gilkyson,US
10876,Beth Fowler,US
10877,Fess Parker,US
10878,Shelby Flint,US
10879,Darleen Carr,US
10880,Craig Toungate,
10881,Bill Shirley,US
10882,Roy Dotrice,GB
10883,Billy Bletcher,US
10884,Bill Thompson,US
10885,Hayley Mills,GB
10886,Kirk Douglas,US
10887,Paul J. Smith,US
10888,Phineas,
10889,The Greatest Showman Ensemble,
10890,LaChanze,US
10891,Terry Mann,
10892,Richard Haydn,GB
10893,The Mouse Chorus,US
10894,The Mouse Chorus,US
10895,Charlie Callas,US
10896,Taylor Holmes,
10897,Liz English,
10898,Paul Frees,US
10899,Richard Darbois,CA
10900,Ernie Sabella,US
10901,Jenifer Lewis,US
10902,Marie Galey,FR
10903,Gary Powell,
10904,Bernard Alane,
10905,Mike Douglas,US
10906,Snow White,GB
10907,Emmylou Homs,
10908,Paolo Domingo,FR
10909,Sophie Delmas,
10910,Helen Morris,
10911,Cerise Calixte,
10912,Emmanuel Curtil,
10913,Pam Miller,
10914,Léovanie Raud,
10915,Dora Luz,
10916,Virgil Seals,
10917,Howard Ashman,US
10918,Laura Williams,
10919,Myriam Morea,
10920,Laura Benedict,
10921,Mélanie Cohl,BE
10922,Tony Tribe,JM
10923,Sekta Core,MX
10924,8 Kalacas,US
10925,Be Like Max,
10926,Slapstick,US
10927,Rude Tins,
10928,Johnny Socko,US
10929,La Resistencia,
10930,LTJ,
10931,Backyard Superheroes,
10932,Desorden Público,VE
10933,The Valkyrians,FI
10934,Maskatesta,
10935,Upstanding Youth,
10936,Time Again,US
10937,Imperial Leisure,
10938,Potshot,JP
10939,Deal's Gone Bad,US
10940,Los Hooligans,US
10941,The Agents,
10942,Attaque 77,AR
10943,Jazz Jamaica,GB
10944,Los Korucos,MX
10945,La Raíz,
10946,Link 80,US
10947,Rehasher,US
10948,Biquini Cavadão,BR
10949,La Banda Skalavera,
10950,The Untouchables,US
10951,The JB Conspiracy,GB
10952,Los Skarnales,US
10953,The King Blues,GB
10954,La Matatena,MX
10955,High School Football Heroes,US
10956,The Steady 45's,
10957,Black Cat Zoot,DE
10958,Edna's Goldfish,US
10959,Desmond Dekker & The Aces,JM
10960,The Bodysnatchers,
10961,La Portuaria,AR
10962,The Impossibles,US
10963,The Barrymores,CA
10964,Area-7,AU
10965,Laurel Aitken,JM
10966,Maroon Town,GB
10967,Spring Heeled Jack,US
10968,The Pinstripes,US
10969,Slow Gherkin,US
10970,The Gadjits,US
10971,Matamoska!,
10972,Sonora Skandalera,MX
10973,Sergent Garcia,FR
10974,Citizen Fish,GB
10975,Triciclo Circus Band,MX
10976,Cut Capers,GB
10977,Ska Cubano,GB
10978,Talco,IT
10979,Bim Skala Bim,US
10980,Cockney Rejects,GB
10981,Todos Tus Muertos,AR
10982,Dancing Mood,AR
10983,Hub City Stompers,US
10984,The Delegators,GB
10985,Chencha Berrinches,
10986,Happy Drunk Cartel,
10987,Skalariak,ES
10988,King Prawn,GB
10989,La Tremenda Korte,MX
10990,Victims of Circumstance,US
10991,Pocket Lent,US
10992,Morning Glory,US
10993,Pilfers,US
10994,Los Victorios,MX
10995,Survay Says!,US
10996,The Debonaires,US
10997,The Flaming Tsunamis,US
10998,Lost Acapulco,MX
10999,Black Square,
11000,Falsa Cubana,AR
11001,Lollypop Lorry,
11002,The Kinky Coo Coo's,
11003,Judge Dread,GB
11004,Eastern Standard Time,US
11005,Pama International,GB
11006,Eat Defeat,GB
11007,Nana Pancha,
11008,No Torso,NO
11009,Chris Murray,CA
11010,Alberto Tarin,ES
11011,Suburban Rhythm,US
11012,The Insyderz,US
11013,The Chinkees,US
11014,The Porkers,AU
11015,The Scofflaws,US
11016,Soapbox Paradox,
11017,Victor Rice,US
11018,Let's Go Bowling,US
11019,The Holophonics,
11020,Justin Hinds,JM
11021,The Strides,
11022,En Tol Sarmiento,
11023,Melbourne Ska Orchestra,
11024,Sumo,AR
11025,The Dualers,GB
11026,Blue Meanies,US
11027,Stubborn All-Stars,US
11028,Mr. Symarip,
11029,The Kingpins,CA
11030,Skabidean,
11031,Rico Rodriguez,JM
11032,Combo Calada,
11033,Infamous Jake & The Pinstripe Mafia,
11034,Starpool,US
11035,Los Calzones,AR
11036,Demon Waffle,
11037,Do It With Malice,US
11038,The Higsons,GB
11039,The Infested,GB
11040,Inspecter 7,US
11041,Inspecter 7,US
11042,The Skashank Redemption,
11043,The Fad,
11044,Green Room Rockers,US
11045,The Gramophone Allstars,
11046,La Plebe,US
11047,Go Jimmy Go,US
11048,Rotterdam Ska-Jazz Foundation,NL
11049,The Taj Motel Trio,
11050,Aspencat,ES
11051,The Locos,ES
11052,The A-OKs,
11053,Meganoidi,IT
11054,Almalafa,
11055,Sr. Bikini,
11056,Buster Shuffle,GB
11057,King Apparatus,CA
11058,Marvin Gaye,US
11059,Estelle,GB
11060,Amy Winehouse,GB
11061,Bill Withers,US
11062,Mark Morrison,GB
11063,Commodores,US
11064,Sophie Meiers,US
11065,Mura Masa,GB
11066,Stevie Wonder,US
11067,Riz La Vie,
11068,The Spinners,US
11069,Michael Kiwanuka,GB
11070,James Brown & The Famous Flames,US
11071,The Dip,
11072,St. Paul & The Broken Bones,US
11073,Jean Knight,US
11074,Super Duper,
11075,The Isley Brothers,US
11076,The Jacksons,
11077,The Gap Band,US
11078,Diana Ross,US
11079,War,US
11080,Groove Theory,US
11081,Mazde,DE
11082,Atlas Bound,
11083,Parliament,US
11084,Yoste,AU
11085,The Delfonics,US
11086,Edwin Starr,
11087,Curtis Mayfield,US
11088,Billy Paul,US
11089,Rosie & The Originals,US
11090,Charles Bradley,US
11091,Louis Futon,
11092,Smokey Robinson,US
11093,Black Atlass,CA
11094,Cornelius Brothers & Sister Rose,US
11095,Durand Jones & The Indications,US
11096,James Brown,US
11097,Jerry Folk,NO
11098,Harold Melvin & The Blue Notes,US
11099,Dobie Gray,US
11100,Barry White,US
11101,The Persuaders,US
11102,Emmit Fenn,
11103,Seinabo Sey,SE
11104,Benji Lewis,
11105,Brenton Wood,US
11106,The Brinks,
11107,Opia,US
11108,Candi Staton,US
11109,Moglii,DE
11110,The Contours,US
11111,TOKiMONSTA,US
11112,Jimmy Ruffin,US
11113,JOBA,
11114,St. South,AU
11115,Lee Fields & The Expressions,US
11116,Manila Killa,
11117,Manwolves,
11118,Bobby Womack,US
11119,NO1-NOAH,
11120,Son Little,US
11121,Allen Stone,US
11122,The Trammps,US
11123,Kool & The Gang,US
11124,Mayer Hawthorne,US
11125,Stephanie Mills,US
11126,Beshken,
11127,Elderbrook,GB
11128,Betty Wright,US
11129,Aaron Neville,US
11130,Jelani Aryeh,
11131,Barbara Mason,US
11132,Mallory Merk,
11133,Ebenezer,
11134,Attom,
11135,The Main Squeeze,
11136,The Undisputed Truth,US
11137,Rose Royce,US
11138,Nick Leng,
11139,Izzy Bizu,GB
11140,Chrome Sparks,US
11141,Darondo,US
11142,Rufus,US
11143,Bloodstone,US
11144,Lawrence,DE
11145,Bobby Hebb,US
11146,Alex Lustig,BE
11147,The Manhattans,US
11148,Pete Wingfield,GB
11149,Joey Dosik,
11150,Blue Magic,US
11151,Deniece Williams,US
11152,Curtis Harding,US
11153,Lenny Williams,US
11154,The Temprees,US
11155,Lil Cobaine,
11156,Lady Wray,US
11157,12AM,CA
11158,Kyson,AU
11159,McFadden & Whitehead,US
11160,Koffee Brown,US
11161,PU$$EIDXN,
11162,Mapei,
11163,The Equatics,
11164,Krrum,
11165,Ike & Tina Turner,
11166,Don Covay,US
11167,The Fuzz,
11168,Lakeside,US
11169,Soul II Soul,GB
11170,Al Wilson,US
11171,Hazey Eyes,
11172,Vindata,
11173,Liam Bailey,GB
11174,Late June,
11175,Bobby Moore & The Rhythm Aces,US
11176,The Floaters,US
11177,Fela Kuti,NG
11178,K. Sparks,US
11179,Robotaki,CA
11180,Emilio Rojas,US
11181,Erma Franklin,US
11182,Dorothy Moore,US
11183,Affelaye,
11184,Gérard Rinaldi,FR
11185,Leslie Whitely,
11186,Rowan Atkinson,GB
11187,Sally Dworsky,US
11188,Jacques Balutin,FR
11189,Olivier Cantore,
11190,Wally Boag,US
11191,Tawatha Agee,US
11192,Jean Lussac,
11193,Jerry Colonna,US
11194,Jo Anne Worley,US
11195,Norma Ray,FR
11196,Andrew Applepie,DE
11197,ShaqIsDope,
11198,Netherfriends,US
11199,Duñe,
11200,XY&O,
11201,KAASI,
11202,Aaryan Shah,
11203,Mavis Staples,US
11204,Helene Smith,
11205,Tabi Bonney,
11206,San Scout,
11207,Jamie Lidell,GB
11208,Young Roddy,US
11209,Fashawn,US
11210,Daley,GB
11211,Meeka Kates,
11212,Kyle Lucas,
11213,Ark Patrol,
11214,Savoir Adore,US
11215,Josh Jacobson,
11216,Feyde,
11217,Menahan Street Band,US
11218,Johnny Polygon,US
11219,Rebecca Ferguson,GB
11220,Khai,
11221,Tim Maia,BR
11222,Theo Katzman,
11223,Beacon,US
11224,Honey Cone,US
11225,Brothertiger,
11226,Vory,US
11227,The Kid Daytona,US
11228,Sir Michael Rocks,US
11229,Dionne Farris,US
11230,Syl Johnson,US
11231,Charles Fauna,
11232,Jimmy Hughes,
11233,Pastor T.L. Barrett and the Youth for Christ Choir,
11234,So Below,NZ
11235,Lossapardo,
11236,Dionne Warwick,US
11237,JackLNDN,
11238,Algebra Blessett,US
11239,Chanté Moore,US
11240,Hasani,US
11241,Euroz,
11242,The Code,US
11243,TiRon & Ayomari,
11244,Klangstof,NL
11245,Couros,
11246,Dwn2earth,
11247,IHF,
11248,Busty and the Bass,
11249,El Chicano,US
11250,James Supercave,US
11251,William Bell,US
11252,Evinha,
11253,Nude,SI
11254,Dreamers Delight,
11255,MOTHXR,
11256,Mable John,US
11257,Fhin,FR
11258,Scary Pockets,US
11259,Kevin George,
11260,Van Hunt,US
11261,Brett,
11262,Fabian Secon,
11263,Them Two,
11264,Ghostly Kisses,
11265,Geographer,US
11266,George McGregor & The Bronzettes,
11267,Calvin Richardson,US
11268,Sig Roy,
11269,Maya Payne,NZ
11270,Gill Chang,
11271,Bettye LaVette,US
11272,Laura Mvula,GB
11273,Peaches & Herb,
11274,The Echocentrics,
11275,Teflon Sega,US
11276,Syleena Johnson,US
11277,Joe Tex,US
11278,OTR,
11279,Blood Cultures,US
11280,J-Soul,
11281,Kyle Thornton & The Company,
11282,Bondax,GB
11283,Bobby Oroza,
11284,Tavares,US
11285,Celeste,FR
11286,Matt Duncan,US
11287,Willie Wright,
11288,Slum Sociable,AU
11289,Jordan Hollywood,
11290,Prinze George,
11291,Enchantment,US
11292,Swamp Dogg,US
11293,Jackie Ross,US
11294,Geovarn,
11295,Thomas Newman,US
11296,Max Richter,GB
11297,Hans Zimmer,US
11298,Michael Giacchino,US
11299,Klaus Badelt,DE
11300,Dario Marianelli,IT
11301,Ramin Djawadi,DE
11302,Dan Romer,
11303,Alan Silvestri,US
11304,John Powell,GB
11305,Craig Armstrong,GB
11306,Stephen Warbeck,GB
11307,Anne Dudley,GB
11308,Alexandre Desplat,FR
11309,James Newton Howard,US
11310,Christophe Beck,CA
11311,Jack Wall,US
11312,Bill Conti,US
11313,Carter Burwell,US
11314,Mark Isham,US
11315,Michael Kamen,US
11316,Kyle Dixon & Michael Stein,
11317,Patrick Doyle,GB
11318,Nicholas Hooper,GB
11319,Rachel Portman,GB
11320,James Horner,US
11321,Thomas Bergersen,NO
11322,Mychael Danna,CA
11323,Mychael Danna,CA
11324,Nicholas Britell,US
11325,Lisa Gerrard,AU
11326,Ennio Morricone,IT
11327,Mark Mancina,US
11328,Trevor Jones,ZA
11329,David Arnold,GB
11330,David Arnold,GB
11331,Jeremy Soule,US
11332,Steve Jablonsky,US
11333,Trevor Morris,CA
11334,Lorne Balfe,GB
11335,Bear McCreary,US
11336,Jesper Kyd,DK
11337,Marc Shaiman,US
11338,Clint Mansell,GB
11339,Jan A.P. Kaczmarek,PL
11340,Abel Korzeniowski,PL
11341,Aaron Zigman,US
11342,Jon Brion,
11343,Danny Elfman,US
11344,Brian Tyler,US
11345,Tyler Bates,US
11346,Henry Jackman,GB
11347,George Fenton,GB
11348,Michael Andrews,US
11349,Marcin Przybyłowicz,PL
11350,Vangelis,GR
11351,Howard Blake,GB
11352,Jerry Goldsmith,US
11353,Tom Tykwer,DE
11354,Harold Faltermeyer,DE
11355,John Barry,GB
11356,Mark Mothersbaugh,US
11357,John Debney,US
11358,Inon Zur,US
11359,Nino Rota,IT
11360,Bernard Herrmann,US
11361,Fernando Velázquez,ES
11362,Daniel Pemberton,GB
11363,Javier Navarrete,ES
11364,Mikolai Stroinski,
11365,Greg Edmonson,US
11366,Gabriel Yared,FR
11367,John Paesano,
11368,Steven Price,GB
11369,Joris de Man,NL
11370,Johan Söderqvist,SE
11371,Paolo Buonvino,IT
11372,Luis Bacalov,AR
11373,Alfonso G. Aguilar,ES
11374,Geoff Zanelli,US
11375,Benjamin Wallfisch,GB
11376,Murray Gold,GB
11377,John Ottman,US
11378,John Murphy,GB
11379,Christopher Larkin,AU
11380,Blake Neely,US
11381,Sam Hulick,US
11382,Brad Fiedel,US
11383,Hauschka,DE
11384,Neil Davidge,GB
11385,John Carpenter,
11386,Rob Simonsen,
11387,Mica Levi,GB
11388,Trevor Rabin,ZA
11389,Jeff Beal,US
11390,Nick Arundel,
11391,Sarah Schachner,US
11392,Ben Salisbury,GB
11393,John Lunn,
11394,Immediate,
11395,Jeff Russo,US
11396,Aytekin Ataş,TR
11397,Rhian Sheehan,NZ
11398,Alberto Iglesias,ES
11399,Randy Edelman,US
11400,Atticus Ross,GB
11401,Nick Cave,AU
11402,Piero Umiliani,IT
11403,E.S. Posthumus,US
11404,Martin Phipps,
11405,Pasquale Catalano,IT
11406,David Buckley,GB
11407,Theodore Shapiro,US
11408,Basil Poledouris,US
11409,Andrea Morricone,IT
11410,Trent Reznor,US
11411,Trent Reznor,US
11412,Elmer Bernstein,US
11413,Marco Beltrami,US
11414,Christopher Lennertz,US
11415,Stephen Barton,
11416,Nigel Hess,GB
11417,Harald Kloser,AT
11418,Maurice Jarre,FR
11419,Kevin Kiner,US
11420,Laurent Perez Del Mar,FR
11421,Alexandre Azaria,FR
11422,Heitor Pereira,BR
11423,Antonio Pinto,BR
11424,Atli Örvarsson,IS
11425,Ernest Gold,US
11426,Ryan Amon,
11427,Ilan Eshkeri,GB
11428,Cliff Martinez,US
11429,Bruno Coulais,FR
11430,Paul Haslinger,
11431,Jed Kurzel,
11432,Harry Escott,
11433,Nicola Piovani,IT
11434,Daniel Licht,US
11435,Roque Baños,ES
11436,Jason Graves,US
11437,Andrea Guerra,IT
11438,Teho Teardo,IT
11439,Marc Streitenfeld,DE
11440,Christopher Young,US
11441,Armando Trovajoli,IT
11442,West Dylan Thordson,
11443,Chris Tilton,US
11444,Pino Donaggio,IT
11445,Riz Ortolani,IT
11446,Don Davis,US
11447,Georges Delerue,FR
11448,Christopher Drake,US
11449,Mark McKenzie,US
11450,MGM Studio Orchestra,US
11451,Marvin Hamlisch,US
11452,Rob Lane,
11453,Hagood Hardy,CA
11454,Deborah Lurie,
11455,Stelvio Cipriani,IT
11456,Michel Legrand,FR
11457,Matti Bye,
11458,Elliot Goldenthal,US
11459,Mark Snow,US
11460,Nathan Barr,
11461,Joseph Trapanese,
11462,Charlie Chaplin,GB
11463,Ruth Barrett,
11464,Armand Amar,
11465,Goblin,IT
11466,Andrew Lockington,CA
11467,Shirley Walker,US
11468,Adrian Johnston,GB
11469,Piero Piccioni,IT
11470,John Frizzell,US
11471,Nelson Riddle,US
11472,Dominic Lewis,
11473,Sean Callery,
11474,Hannu Honkonen,
11475,Mattias Bärjed,SE
11476,Alexander Courage,US
11477,Burkhard Dallwitz,DE
11478,Dennis McCarthy,US
11479,Lesley Barber,CA
11480,Gavin Greenaway,GB
11481,Jocelyn Pook,GB
11482,Jean Constantin,FR
11483,Klaus Doldinger,DE
11484,Helmut Zerlett,DE
11485,Joel Goldsmith,US
11486,Michael Kamm,DE
11487,Tom Howe,GB
11488,Joel McNeely,US
11489,Pedro Bromfman,
11490,Frans Bak,DK
11491,Trevor Yuile,CA
11492,David Hirschfelder,AU
11493,Pierre Barouh,
11494,Michael Brook,CA
11495,Max Steiner,US
11496,Alex Somers,IS
11497,Philippe Rombi,FR
11498,Michael Price,GB
11499,Kaada,NO
11500,Kristian Sensini,
11501,Brian May,GB
11502,Richard Gibbs,US
11503,Jack Lenz,
11504,Warren Ellis,AU
11505,Toygar Işıklı,TR
11506,Uno Helmersson,SE
11507,Debbie Wiseman,GB
11508,Marcelo Zarvos,BR
11509,Frederik Wiedmann,DE
11510,Miklós Rózsa,HU
11511,Robert Duncan,CA
11512,Richard Wells,
11513,Francesco De Masi,IT
11514,Graeme Revell,NZ
11515,Alfred Newman,US
11516,Barnaby Taylor,
11517,Samuel Sim,GB
11518,Franz Waxman,DE
11519,Stu Phillips,US
11520,Fahir Atakoğlu,TR
11521,Bruno Nicolai,IT
11522,Edward Shearmur,GB
11523,Jeff Danna,CA
11524,Puccio Roelens,IT
11525,Joel Nielsen,
11526,Mark Korven,CA
11527,Gianni Ferrio,IT
11528,Carlo Siliotto,
11529,Cliff Eidelman,US
11530,Augusto Martelli,IT
11531,Conrad Pope,US
11532,Cory Asbury,US
11533,Elevation Worship,
11534,Mosaic MSC,US
11535,Hillsong Worship,
11536,Housefires,US
11537,Steffany Gretzinger,US
11538,The Belonging Co,
11539,John Foxx,GB
11540,Brian McBride,
11541,Robin Guthrie,GB
11542,Brian Eno,GB
11543,Bethel Music,US
11544,North Point InsideOut,
11545,Pat Barrett,US
11546,Vertical Worship,
11547,Chris McClarney,
11548,Kalley Heiligenthal,US
11549,Cody Carnes,
11550,United Pursuit,US
11551,Jenn Johnson,US
11552,Citipointe Live,
11553,Hillsong Young & Free,
11554,Influence Music,
11555,Will Reagan,
11556,UPPERROOM,
11557,Chihei Hatakeyama,JP
11558,Ben Lukas Boysen,
11559,Jesus Culture,
